Date,Day_of_Week,Item,Category,Produced_Qty,Sold_Qty,Waste_Qty,Price_Per_Unit,Revenue,Waste_Loss,Expiry_Days
2023-10-19,Thursday,Brownie,Bakery,47,41,6,70,2870,420,3
2023-10-19,Thursday,Roll,FastFood,87,73,14,80,5840,1120,1
2023-10-19,Thursday,Samosa,FastFood,200,179,21,25,4475,525,1
2023-10-19,Thursday,Puff,FastFood,138,130,8,35,4550,280,2
2023-10-19,Thursday,Bun,Bakery,128,111,17,20,2220,340,1
2023-10-19,Thursday,Garlic Bread,Bakery,58,48,10,110,5280,1100,2
2023-10-19,Thursday,Cold Coffee,Beverage,49,41,8,140,5740,1120,1
2023-10-19,Thursday,Tea,Beverage,261,252,9,20,5040,180,0
2023-10-19,Thursday,Juice,Beverage,107,101,6,60,6060,360,1
2023-10-19,Thursday,Wrap,FastFood,68,57,11,130,7410,1430,1
2023-10-19,Thursday,Croissant,Bakery,69,56,13,80,4480,1040,2
2023-10-20,Friday,Bread,Bakery,110,88,22,30,2640,660,1
2023-10-20,Friday,Cake,Bakery,35,29,6,350,10150,2100,2
2023-10-20,Friday,Pastry,Bakery,74,59,15,60,3540,900,1
2023-10-20,Friday,Sandwich,FastFood,104,84,20,90,7560,1800,1
2023-10-20,Friday,Burger,FastFood,93,80,13,120,9600,1560,1
2023-10-20,Friday,Pizza Slice,FastFood,75,56,19,150,8400,2850,1
2023-10-20,Friday,Muffin,Bakery,75,62,13,50,3100,650,2
2023-10-20,Friday,Donut,Bakery,72,63,9,45,2835,405,2
2023-10-20,Friday,Cookies,Bakery,142,139,3,20,2780,60,7
2023-10-20,Friday,Brownie,Bakery,50,44,6,70,3080,420,3
2023-10-20,Friday,Roll,FastFood,82,77,5,80,6160,400,1
2023-10-20,Friday,Samosa,FastFood,209,200,9,25,5000,225,1
2023-10-20,Friday,Puff,FastFood,147,135,12,35,4725,420,2
2023-10-20,Friday,Bun,Bakery,157,139,18,20,2780,360,1
2023-10-20,Friday,Garlic Bread,Bakery,76,71,5,110,7810,550,2
2023-10-20,Friday,Cold Coffee,Beverage,72,48,24,140,6720,3360,1
2023-10-20,Friday,Tea,Beverage,274,269,5,20,5380,100,0
2023-10-20,Friday,Juice,Beverage,115,110,5,60,6600,300,1
2023-10-20,Friday,Wrap,FastFood,78,70,8,130,9100,1040,1
2023-10-20,Friday,Croissant,Bakery,65,59,6,80,4720,480,2
2023-10-21,Saturday,Bread,Bakery,154,138,16,30,4140,480,1
2023-10-21,Saturday,Cake,Bakery,54,42,12,350,14700,4200,2
2023-10-21,Saturday,Pastry,Bakery,94,74,20,60,4440,1200,1
2023-10-21,Saturday,Sandwich,FastFood,122,104,18,90,9360,1620,1
2023-10-21,Saturday,Burger,FastFood,104,93,11,120,11160,1320,1
2023-10-21,Saturday,Pizza Slice,FastFood,92,86,6,150,12900,900,1
2023-10-21,Saturday,Muffin,Bakery,115,102,13,50,5100,650,2
2023-10-21,Saturday,Donut,Bakery,105,97,8,45,4365,360,2
2023-10-21,Saturday,Cookies,Bakery,190,187,3,20,3740,60,7
2023-10-21,Saturday,Brownie,Bakery,56,53,3,70,3710,210,3
2023-10-21,Saturday,Roll,FastFood,115,110,5,80,8800,400,1
2023-10-21,Saturday,Samosa,FastFood,244,221,23,25,5525,575,1
2023-10-21,Saturday,Puff,FastFood,147,136,11,35,4760,385,2
2023-10-21,Saturday,Bun,Bakery,165,157,8,20,3140,160,1
2023-10-21,Saturday,Garlic Bread,Bakery,75,66,9,110,7260,990,2
2023-10-21,Saturday,Cold Coffee,Beverage,61,46,15,140,6440,2100,1
2023-10-21,Saturday,Tea,Beverage,317,308,9,20,6160,180,0
2023-10-21,Saturday,Juice,Beverage,113,98,15,60,5880,900,1
2023-10-21,Saturday,Wrap,FastFood,85,65,20,130,8450,2600,1
2023-10-21,Saturday,Croissant,Bakery,64,53,11,80,4240,880,2
2023-10-22,Sunday,Bread,Bakery,130,109,21,30,3270,630,1
2023-10-22,Sunday,Cake,Bakery,43,30,13,350,10500,4550,2
2023-10-22,Sunday,Pastry,Bakery,95,73,22,60,4380,1320,1
2023-10-22,Sunday,Sandwich,FastFood,115,104,11,90,9360,990,1
2023-10-22,Sunday,Burger,FastFood,117,100,17,120,12000,2040,1
2023-10-22,Sunday,Pizza Slice,FastFood,73,50,23,150,7500,3450,1
2023-10-22,Sunday,Muffin,Bakery,116,102,14,50,5100,700,2
2023-10-22,Sunday,Donut,Bakery,82,69,13,45,3105,585,2
2023-10-22,Sunday,Cookies,Bakery,181,179,2,20,3580,40,7
2023-10-22,Sunday,Brownie,Bakery,75,74,1,70,5180,70,3
2023-10-22,Sunday,Roll,FastFood,111,96,15,80,7680,1200,1
2023-10-22,Sunday,Samosa,FastFood,224,204,20,25,5100,500,1
2023-10-22,Sunday,Puff,FastFood,164,154,10,35,5390,350,2
2023-10-22,Sunday,Bun,Bakery,151,137,14,20,2740,280,1
2023-10-22,Sunday,Garlic Bread,Bakery,81,70,11,110,7700,1210,2
2023-10-22,Sunday,Cold Coffee,Beverage,71,50,21,140,7000,2940,1
2023-10-22,Sunday,Tea,Beverage,326,320,6,20,6400,120,0
2023-10-22,Sunday,Juice,Beverage,118,104,14,60,6240,840,1
2023-10-22,Sunday,Wrap,FastFood,97,79,18,130,10270,2340,1
2023-10-22,Sunday,Croissant,Bakery,73,59,14,80,4720,1120,2
2023-10-23,Monday,Bread,Bakery,123,99,24,30,2970,720,1
2023-10-23,Monday,Cake,Bakery,32,18,14,350,6300,4900,2
2023-10-23,Monday,Pastry,Bakery,78,59,19,60,3540,1140,1
2023-10-23,Monday,Sandwich,FastFood,107,90,17,90,8100,1530,1
2023-10-23,Monday,Burger,FastFood,76,64,12,120,7680,1440,1
2023-10-23,Monday,Pizza Slice,FastFood,61,55,6,150,8250,900,1
2023-10-23,Monday,Muffin,Bakery,73,69,4,50,3450,200,2
2023-10-23,Monday,Donut,Bakery,86,75,11,45,3375,495,2
2023-10-23,Monday,Cookies,Bakery,148,142,6,20,2840,120,7
2023-10-23,Monday,Brownie,Bakery,49,42,7,70,2940,490,3
2023-10-23,Monday,Roll,FastFood,109,99,10,80,7920,800,1
2023-10-23,Monday,Samosa,FastFood,191,180,11,25,4500,275,1
2023-10-23,Monday,Puff,FastFood,117,114,3,35,3990,105,2
2023-10-23,Monday,Bun,Bakery,146,135,11,20,2700,220,1
2023-10-23,Monday,Garlic Bread,Bakery,51,37,14,110,4070,1540,2
2023-10-23,Monday,Cold Coffee,Beverage,51,30,21,140,4200,2940,1
2023-10-23,Monday,Tea,Beverage,266,253,13,20,5060,260,0
2023-10-23,Monday,Juice,Beverage,101,85,16,60,5100,960,1
2023-10-23,Monday,Wrap,FastFood,93,81,12,130,10530,1560,1
2023-10-23,Monday,Croissant,Bakery,41,37,4,80,2960,320,2
2023-10-24,Tuesday,Bread,Bakery,111,93,18,30,2790,540,1
2023-10-24,Tuesday,Cake,Bakery,30,20,10,350,7000,3500,2
2023-10-24,Tuesday,Pastry,Bakery,68,57,11,60,3420,660,1
2023-10-24,Tuesday,Sandwich,FastFood,107,97,10,90,8730,900,1
2023-10-24,Tuesday,Burger,FastFood,81,63,18,120,7560,2160,1
2023-10-24,Tuesday,Pizza Slice,FastFood,75,59,16,150,8850,2400,1
2023-10-24,Tuesday,Muffin,Bakery,92,89,3,50,4450,150,2
2023-10-24,Tuesday,Donut,Bakery,61,53,8,45,2385,360,2
2023-10-24,Tuesday,Cookies,Bakery,146,146,0,20,2920,0,7
2023-10-24,Tuesday,Brownie,Bakery,76,70,6,70,4900,420,3
2023-10-24,Tuesday,Roll,FastFood,81,59,22,80,4720,1760,1
2023-10-24,Tuesday,Samosa,FastFood,195,178,17,25,4450,425,1
2023-10-24,Tuesday,Puff,FastFood,141,133,8,35,4655,280,2
2023-10-24,Tuesday,Bun,Bakery,157,135,22,20,2700,440,1
2023-10-24,Tuesday,Garlic Bread,Bakery,78,65,13,110,7150,1430,2
2023-10-24,Tuesday,Cold Coffee,Beverage,64,51,13,140,7140,1820,1
2023-10-24,Tuesday,Tea,Beverage,267,253,14,20,5060,280,0
2023-10-24,Tuesday,Juice,Beverage,100,95,5,60,5700,300,1
2023-10-24,Tuesday,Wrap,FastFood,68,55,13,130,7150,1690,1
2023-10-24,Tuesday,Croissant,Bakery,70,59,11,80,4720,880,2
2023-10-25,Wednesday,Bread,Bakery,128,109,19,30,3270,570,1
2023-10-25,Wednesday,Cake,Bakery,52,47,5,350,16450,1750,2
2023-10-25,Wednesday,Pastry,Bakery,68,57,11,60,3420,660,1
2023-10-25,Wednesday,Sandwich,FastFood,105,81,24,90,7290,2160,1
2023-10-25,Wednesday,Burger,FastFood,99,77,22,120,9240,2640,1
2023-10-25,Wednesday,Pizza Slice,FastFood,76,71,5,150,10650,750,1
2023-10-25,Wednesday,Muffin,Bakery,94,85,9,50,4250,450,2
2023-10-25,Wednesday,Donut,Bakery,63,59,4,45,2655,180,2
2023-10-25,Wednesday,Cookies,Bakery,156,150,6,20,3000,120,7
2023-10-25,Wednesday,Brownie,Bakery,62,56,6,70,3920,420,3
2023-10-25,Wednesday,Roll,FastFood,113,95,18,80,7600,1440,1
2023-10-25,Wednesday,Samosa,FastFood,206,187,19,25,4675,475,1
2023-10-25,Wednesday,Puff,FastFood,141,129,12,35,4515,420,2
2023-10-25,Wednesday,Bun,Bakery,154,146,8,20,2920,160,1
2023-10-25,Wednesday,Garlic Bread,Bakery,54,47,7,110,5170,770,2
2023-10-25,Wednesday,Cold Coffee,Beverage,61,52,9,140,7280,1260,1
2023-10-25,Wednesday,Tea,Beverage,262,253,9,20,5060,180,0
2023-10-25,Wednesday,Juice,Beverage,98,82,16,60,4920,960,1
2023-10-25,Wednesday,Wrap,FastFood,90,84,6,130,10920,780,1
2023-10-25,Wednesday,Croissant,Bakery,67,63,4,80,5040,320,2
2023-10-26,Thursday,Bread,Bakery,127,108,19,30,3240,570,1
2023-10-26,Thursday,Cake,Bakery,46,38,8,350,13300,2800,2
2023-10-26,Thursday,Pastry,Bakery,89,80,9,60,4800,540,1
2023-10-26,Thursday,Sandwich,FastFood,108,86,22,90,7740,1980,1
2023-10-26,Thursday,Burger,FastFood,85,79,6,120,9480,720,1
2023-10-26,Thursday,Pizza Slice,FastFood,80,70,10,150,10500,1500,1
2023-10-26,Thursday,Muffin,Bakery,80,71,9,50,3550,450,2
2023-10-26,Thursday,Donut,Bakery,75,62,13,45,2790,585,2
2023-10-26,Thursday,Cookies,Bakery,141,140,1,20,2800,20,7
2023-10-26,Thursday,Brownie,Bakery,66,60,6,70,4200,420,3
2023-10-26,Thursday,Roll,FastFood,102,95,7,80,7600,560,1
2023-10-26,Thursday,Samosa,FastFood,213,207,6,25,5175,150,1
2023-10-26,Thursday,Puff,FastFood,136,131,5,35,4585,175,2
2023-10-26,Thursday,Bun,Bakery,153,129,24,20,2580,480,1
2023-10-26,Thursday,Garlic Bread,Bakery,63,57,6,110,6270,660,2
2023-10-26,Thursday,Cold Coffee,Beverage,48,42,6,140,5880,840,1
2023-10-26,Thursday,Tea,Beverage,262,252,10,20,5040,200,0
2023-10-26,Thursday,Juice,Beverage,101,93,8,60,5580,480,1
2023-10-26,Thursday,Wrap,FastFood,74,60,14,130,7800,1820,1
2023-10-26,Thursday,Croissant,Bakery,65,61,4,80,4880,320,2
2023-10-27,Friday,Bread,Bakery,134,129,5,30,3870,150,1
2023-10-27,Friday,Cake,Bakery,33,29,4,350,10150,1400,2
2023-10-27,Friday,Pastry,Bakery,78,66,12,60,3960,720,1
2023-10-27,Friday,Sandwich,FastFood,106,98,8,90,8820,720,1
2023-10-27,Friday,Burger,FastFood,96,86,10,120,10320,1200,1
2023-10-27,Friday,Pizza Slice,FastFood,60,48,12,150,7200,1800,1
2023-10-27,Friday,Muffin,Bakery,82,79,3,50,3950,150,2
2023-10-27,Friday,Donut,Bakery,65,54,11,45,2430,495,2
2023-10-27,Friday,Cookies,Bakery,164,160,4,20,3200,80,7
2023-10-27,Friday,Brownie,Bakery,60,60,0,70,4200,0,3
2023-10-27,Friday,Roll,FastFood,109,99,10,80,7920,800,1
2023-10-27,Friday,Samosa,FastFood,195,176,19,25,4400,475,1
2023-10-27,Friday,Puff,FastFood,146,132,14,35,4620,490,2
2023-10-27,Friday,Bun,Bakery,132,120,12,20,2400,240,1
2023-10-27,Friday,Garlic Bread,Bakery,80,68,12,110,7480,1320,2
2023-10-27,Friday,Cold Coffee,Beverage,51,31,20,140,4340,2800,1
2023-10-27,Friday,Tea,Beverage,260,247,13,20,4940,260,0
2023-10-27,Friday,Juice,Beverage,128,108,20,60,6480,1200,1
2023-10-27,Friday,Wrap,FastFood,79,69,10,130,8970,1300,1
2023-10-27,Friday,Croissant,Bakery,52,44,8,80,3520,640,2
2023-10-28,Saturday,Bread,Bakery,148,134,14,30,4020,420,1
2023-10-28,Saturday,Cake,Bakery,58,48,10,350,16800,3500,2
2023-10-28,Saturday,Pastry,Bakery,109,103,6,60,6180,360,1
2023-10-28,Saturday,Sandwich,FastFood,120,109,11,90,9810,990,1
2023-10-28,Saturday,Burger,FastFood,122,106,16,120,12720,1920,1
2023-10-28,Saturday,Pizza Slice,FastFood,76,53,23,150,7950,3450,1
2023-10-28,Saturday,Muffin,Bakery,97,88,9,50,4400,450,2
2023-10-28,Saturday,Donut,Bakery,82,72,10,45,3240,450,2
2023-10-28,Saturday,Cookies,Bakery,164,164,0,20,3280,0,7
2023-10-28,Saturday,Brownie,Bakery,80,79,1,70,5530,70,3
2023-10-28,Saturday,Roll,FastFood,128,112,16,80,8960,1280,1
2023-10-28,Saturday,Samosa,FastFood,230,223,7,25,5575,175,1
2023-10-28,Saturday,Puff,FastFood,145,136,9,35,4760,315,2
2023-10-28,Saturday,Bun,Bakery,180,166,14,20,3320,280,1
2023-10-28,Saturday,Garlic Bread,Bakery,85,82,3,110,9020,330,2
2023-10-28,Saturday,Cold Coffee,Beverage,81,65,16,140,9100,2240,1
2023-10-28,Saturday,Tea,Beverage,304,292,12,20,5840,240,0
2023-10-28,Saturday,Juice,Beverage,127,108,19,60,6480,1140,1
2023-10-28,Saturday,Wrap,FastFood,87,82,5,130,10660,650,1
2023-10-28,Saturday,Croissant,Bakery,80,71,9,80,5680,720,2
2023-10-29,Sunday,Bread,Bakery,149,129,20,30,3870,600,1
2023-10-29,Sunday,Cake,Bakery,52,38,14,350,13300,4900,2
2023-10-29,Sunday,Pastry,Bakery,102,79,23,60,4740,1380,1
2023-10-29,Sunday,Sandwich,FastFood,126,118,8,90,10620,720,1
2023-10-29,Sunday,Burger,FastFood,93,84,9,120,10080,1080,1
2023-10-29,Sunday,Pizza Slice,FastFood,68,55,13,150,8250,1950,1
2023-10-29,Sunday,Muffin,Bakery,110,103,7,50,5150,350,2
2023-10-29,Sunday,Donut,Bakery,101,92,9,45,4140,405,2
2023-10-29,Sunday,Cookies,Bakery,174,171,3,20,3420,60,7
2023-10-29,Sunday,Brownie,Bakery,83,80,3,70,5600,210,3
2023-10-29,Sunday,Roll,FastFood,126,116,10,80,9280,800,1
2023-10-29,Sunday,Samosa,FastFood,243,231,12,25,5775,300,1
2023-10-29,Sunday,Puff,FastFood,140,131,9,35,4585,315,2
2023-10-29,Sunday,Bun,Bakery,179,161,18,20,3220,360,1
2023-10-29,Sunday,Garlic Bread,Bakery,64,57,7,110,6270,770,2
2023-10-29,Sunday,Cold Coffee,Beverage,50,43,7,140,6020,980,1
2023-10-29,Sunday,Tea,Beverage,313,306,7,20,6120,140,0
2023-10-29,Sunday,Juice,Beverage,131,110,21,60,6600,1260,1
2023-10-29,Sunday,Wrap,FastFood,88,72,16,130,9360,2080,1
2023-10-29,Sunday,Croissant,Bakery,69,65,4,80,5200,320,2
2023-10-30,Monday,Bread,Bakery,116,103,13,30,3090,390,1
2023-10-30,Monday,Cake,Bakery,29,17,12,350,5950,4200,2
2023-10-30,Monday,Pastry,Bakery,82,72,10,60,4320,600,1
2023-10-30,Monday,Sandwich,FastFood,117,93,24,90,8370,2160,1
2023-10-30,Monday,Burger,FastFood,78,66,12,120,7920,1440,1
2023-10-30,Monday,Pizza Slice,FastFood,73,60,13,150,9000,1950,1
2023-10-30,Monday,Muffin,Bakery,74,62,12,50,3100,600,2
2023-10-30,Monday,Donut,Bakery,75,69,6,45,3105,270,2
2023-10-30,Monday,Cookies,Bakery,156,151,5,20,3020,100,7
2023-10-30,Monday,Brownie,Bakery,74,67,7,70,4690,490,3
2023-10-30,Monday,Roll,FastFood,110,88,22,80,7040,1760,1
2023-10-30,Monday,Samosa,FastFood,185,177,8,25,4425,200,1
2023-10-30,Monday,Puff,FastFood,134,131,3,35,4585,105,2
2023-10-30,Monday,Bun,Bakery,154,143,11,20,2860,220,1
2023-10-30,Monday,Garlic Bread,Bakery,52,39,13,110,4290,1430,2
2023-10-30,Monday,Cold Coffee,Beverage,45,37,8,140,5180,1120,1
2023-10-30,Monday,Tea,Beverage,261,250,11,20,5000,220,0
2023-10-30,Monday,Juice,Beverage,101,80,21,60,4800,1260,1
2023-10-30,Monday,Wrap,FastFood,86,64,22,130,8320,2860,1
2023-10-30,Monday,Croissant,Bakery,61,49,12,80,3920,960,2
2023-10-31,Tuesday,Bread,Bakery,119,98,21,30,2940,630,1
2023-10-31,Tuesday,Cake,Bakery,36,22,14,350,7700,4900,2
2023-10-31,Tuesday,Pastry,Bakery,87,77,10,60,4620,600,1
2023-10-31,Tuesday,Sandwich,FastFood,111,104,7,90,9360,630,1
2023-10-31,Tuesday,Burger,FastFood,107,100,7,120,12000,840,1
2023-10-31,Tuesday,Pizza Slice,FastFood,57,48,9,150,7200,1350,1
2023-10-31,Tuesday,Muffin,Bakery,104,93,11,50,4650,550,2
2023-10-31,Tuesday,Donut,Bakery,76,68,8,45,3060,360,2
2023-10-31,Tuesday,Cookies,Bakery,151,145,6,20,2900,120,7
2023-10-31,Tuesday,Brownie,Bakery,72,72,0,70,5040,0,3
2023-10-31,Tuesday,Roll,FastFood,92,82,10,80,6560,800,1
2023-10-31,Tuesday,Samosa,FastFood,200,181,19,25,4525,475,1
2023-10-31,Tuesday,Puff,FastFood,137,131,6,35,4585,210,2
2023-10-31,Tuesday,Bun,Bakery,131,107,24,20,2140,480,1
2023-10-31,Tuesday,Garlic Bread,Bakery,68,62,6,110,6820,660,2
2023-10-31,Tuesday,Cold Coffee,Beverage,56,50,6,140,7000,840,1
2023-10-31,Tuesday,Tea,Beverage,279,275,4,20,5500,80,0
2023-10-31,Tuesday,Juice,Beverage,109,103,6,60,6180,360,1
2023-10-31,Tuesday,Wrap,FastFood,80,67,13,130,8710,1690,1
2023-10-31,Tuesday,Croissant,Bakery,57,52,5,80,4160,400,2
2023-11-01,Wednesday,Bread,Bakery,135,114,21,30,3420,630,1
2023-11-01,Wednesday,Cake,Bakery,51,44,7,350,15400,2450,2
2023-11-01,Wednesday,Pastry,Bakery,81,71,10,60,4260,600,1
2023-11-01,Wednesday,Sandwich,FastFood,99,85,14,90,7650,1260,1
2023-11-01,Wednesday,Burger,FastFood,99,94,5,120,11280,600,1
2023-11-01,Wednesday,Pizza Slice,FastFood,79,74,5,150,11100,750,1
2023-11-01,Wednesday,Muffin,Bakery,100,93,7,50,4650,350,2
2023-11-01,Wednesday,Donut,Bakery,88,75,13,45,3375,585,2
2023-11-01,Wednesday,Cookies,Bakery,157,152,5,20,3040,100,7
2023-11-01,Wednesday,Brownie,Bakery,50,45,5,70,3150,350,3
2023-11-01,Wednesday,Roll,FastFood,93,85,8,80,6800,640,1
2023-11-01,Wednesday,Samosa,FastFood,195,176,19,25,4400,475,1
2023-11-01,Wednesday,Puff,FastFood,122,108,14,35,3780,490,2
2023-11-01,Wednesday,Bun,Bakery,127,104,23,20,2080,460,1
2023-11-01,Wednesday,Garlic Bread,Bakery,54,50,4,110,5500,440,2
2023-11-01,Wednesday,Cold Coffee,Beverage,60,53,7,140,7420,980,1
2023-11-01,Wednesday,Tea,Beverage,284,272,12,20,5440,240,0
2023-11-01,Wednesday,Juice,Beverage,110,86,24,60,5160,1440,1
2023-11-01,Wednesday,Wrap,FastFood,73,66,7,130,8580,910,1
2023-11-01,Wednesday,Croissant,Bakery,64,52,12,80,4160,960,2
2023-11-02,Thursday,Bread,Bakery,107,91,16,30,2730,480,1
2023-11-02,Thursday,Cake,Bakery,34,24,10,350,8400,3500,2
2023-11-02,Thursday,Pastry,Bakery,82,59,23,60,3540,1380,1
2023-11-02,Thursday,Sandwich,FastFood,102,79,23,90,7110,2070,1
2023-11-02,Thursday,Burger,FastFood,99,79,20,120,9480,2400,1
2023-11-02,Thursday,Pizza Slice,FastFood,83,71,12,150,10650,1800,1
2023-11-02,Thursday,Muffin,Bakery,97,88,9,50,4400,450,2
2023-11-02,Thursday,Donut,Bakery,89,78,11,45,3510,495,2
2023-11-02,Thursday,Cookies,Bakery,164,159,5,20,3180,100,7
2023-11-02,Thursday,Brownie,Bakery,50,43,7,70,3010,490,3
2023-11-02,Thursday,Roll,FastFood,109,103,6,80,8240,480,1
2023-11-02,Thursday,Samosa,FastFood,188,171,17,25,4275,425,1
2023-11-02,Thursday,Puff,FastFood,147,139,8,35,4865,280,2
2023-11-02,Thursday,Bun,Bakery,150,143,7,20,2860,140,1
2023-11-02,Thursday,Garlic Bread,Bakery,76,68,8,110,7480,880,2
2023-11-02,Thursday,Cold Coffee,Beverage,47,41,6,140,5740,840,1
2023-11-02,Thursday,Tea,Beverage,284,275,9,20,5500,180,0
2023-11-02,Thursday,Juice,Beverage,121,102,19,60,6120,1140,1
2023-11-02,Thursday,Wrap,FastFood,69,60,9,130,7800,1170,1
2023-11-02,Thursday,Croissant,Bakery,59,46,13,80,3680,1040,2
2023-11-03,Friday,Bread,Bakery,132,110,22,30,3300,660,1
2023-11-03,Friday,Cake,Bakery,44,41,3,350,14350,1050,2
2023-11-03,Friday,Pastry,Bakery,71,60,11,60,3600,660,1
2023-11-03,Friday,Sandwich,FastFood,105,93,12,90,8370,1080,1
2023-11-03,Friday,Burger,FastFood,90,68,22,120,8160,2640,1
2023-11-03,Friday,Pizza Slice,FastFood,71,64,7,150,9600,1050,1
2023-11-03,Friday,Muffin,Bakery,84,81,3,50,4050,150,2
2023-11-03,Friday,Donut,Bakery,90,86,4,45,3870,180,2
2023-11-03,Friday,Cookies,Bakery,143,141,2,20,2820,40,7
2023-11-03,Friday,Brownie,Bakery,58,55,3,70,3850,210,3
2023-11-03,Friday,Roll,FastFood,82,62,20,80,4960,1600,1
2023-11-03,Friday,Samosa,FastFood,203,179,24,25,4475,600,1
2023-11-03,Friday,Puff,FastFood,115,101,14,35,3535,490,2
2023-11-03,Friday,Bun,Bakery,145,121,24,20,2420,480,1
2023-11-03,Friday,Garlic Bread,Bakery,56,51,5,110,5610,550,2
2023-11-03,Friday,Cold Coffee,Beverage,46,24,22,140,3360,3080,1
2023-11-03,Friday,Tea,Beverage,276,262,14,20,5240,280,0
2023-11-03,Friday,Juice,Beverage,108,98,10,60,5880,600,1
2023-11-03,Friday,Wrap,FastFood,65,41,24,130,5330,3120,1
2023-11-03,Friday,Croissant,Bakery,44,40,4,80,3200,320,2
2023-11-04,Saturday,Bread,Bakery,137,132,5,30,3960,150,1
2023-11-04,Saturday,Cake,Bakery,45,39,6,350,13650,2100,2
2023-11-04,Saturday,Pastry,Bakery,83,73,10,60,4380,600,1
2023-11-04,Saturday,Sandwich,FastFood,129,113,16,90,10170,1440,1
2023-11-04,Saturday,Burger,FastFood,99,89,10,120,10680,1200,1
2023-11-04,Saturday,Pizza Slice,FastFood,69,58,11,150,8700,1650,1
2023-11-04,Saturday,Muffin,Bakery,116,110,6,50,5500,300,2
2023-11-04,Saturday,Donut,Bakery,78,65,13,45,2925,585,2
2023-11-04,Saturday,Cookies,Bakery,168,162,6,20,3240,120,7
2023-11-04,Saturday,Brownie,Bakery,66,59,7,70,4130,490,3
2023-11-04,Saturday,Roll,FastFood,104,89,15,80,7120,1200,1
2023-11-04,Saturday,Samosa,FastFood,245,227,18,25,5675,450,1
2023-11-04,Saturday,Puff,FastFood,149,141,8,35,4935,280,2
2023-11-04,Saturday,Bun,Bakery,173,165,8,20,3300,160,1
2023-11-04,Saturday,Garlic Bread,Bakery,60,50,10,110,5500,1100,2
2023-11-04,Saturday,Cold Coffee,Beverage,79,66,13,140,9240,1820,1
2023-11-04,Saturday,Tea,Beverage,333,329,4,20,6580,80,0
2023-11-04,Saturday,Juice,Beverage,112,91,21,60,5460,1260,1
2023-11-04,Saturday,Wrap,FastFood,102,92,10,130,11960,1300,1
2023-11-04,Saturday,Croissant,Bakery,56,46,10,80,3680,800,2
2023-11-05,Sunday,Bread,Bakery,144,124,20,30,3720,600,1
2023-11-05,Sunday,Cake,Bakery,65,53,12,350,18550,4200,2
2023-11-05,Sunday,Pastry,Bakery,90,82,8,60,4920,480,1
2023-11-05,Sunday,Sandwich,FastFood,102,94,8,90,8460,720,1
2023-11-05,Sunday,Burger,FastFood,112,100,12,120,12000,1440,1
2023-11-05,Sunday,Pizza Slice,FastFood,66,43,23,150,6450,3450,1
2023-11-05,Sunday,Muffin,Bakery,104,101,3,50,5050,150,2
2023-11-05,Sunday,Donut,Bakery,92,80,12,45,3600,540,2
2023-11-05,Sunday,Cookies,Bakery,168,166,2,20,3320,40,7
2023-11-05,Sunday,Brownie,Bakery,60,56,4,70,3920,280,3
2023-11-05,Sunday,Roll,FastFood,102,89,13,80,7120,1040,1
2023-11-05,Sunday,Samosa,FastFood,241,227,14,25,5675,350,1
2023-11-05,Sunday,Puff,FastFood,139,132,7,35,4620,245,2
2023-11-05,Sunday,Bun,Bakery,155,150,5,20,3000,100,1
2023-11-05,Sunday,Garlic Bread,Bakery,80,69,11,110,7590,1210,2
2023-11-05,Sunday,Cold Coffee,Beverage,48,25,23,140,3500,3220,1
2023-11-05,Sunday,Tea,Beverage,305,295,10,20,5900,200,0
2023-11-05,Sunday,Juice,Beverage,137,125,12,60,7500,720,1
2023-11-05,Sunday,Wrap,FastFood,74,60,14,130,7800,1820,1
2023-11-05,Sunday,Croissant,Bakery,79,75,4,80,6000,320,2
2023-11-06,Monday,Bread,Bakery,133,122,11,30,3660,330,1
2023-11-06,Monday,Cake,Bakery,55,50,5,350,17500,1750,2
2023-11-06,Monday,Pastry,Bakery,69,60,9,60,3600,540,1
2023-11-06,Monday,Sandwich,FastFood,97,92,5,90,8280,450,1
2023-11-06,Monday,Burger,FastFood,103,81,22,120,9720,2640,1
2023-11-06,Monday,Pizza Slice,FastFood,59,44,15,150,6600,2250,1
2023-11-06,Monday,Muffin,Bakery,74,63,11,50,3150,550,2
2023-11-06,Monday,Donut,Bakery,94,85,9,45,3825,405,2
2023-11-06,Monday,Cookies,Bakery,148,142,6,20,2840,120,7
2023-11-06,Monday,Brownie,Bakery,48,43,5,70,3010,350,3
2023-11-06,Monday,Roll,FastFood,80,75,5,80,6000,400,1
2023-11-06,Monday,Samosa,FastFood,192,172,20,25,4300,500,1
2023-11-06,Monday,Puff,FastFood,125,119,6,35,4165,210,2
2023-11-06,Monday,Bun,Bakery,125,106,19,20,2120,380,1
2023-11-06,Monday,Garlic Bread,Bakery,54,44,10,110,4840,1100,2
2023-11-06,Monday,Cold Coffee,Beverage,52,45,7,140,6300,980,1
2023-11-06,Monday,Tea,Beverage,272,260,12,20,5200,240,0
2023-11-06,Monday,Juice,Beverage,115,97,18,60,5820,1080,1
2023-11-06,Monday,Wrap,FastFood,71,61,10,130,7930,1300,1
2023-11-06,Monday,Croissant,Bakery,54,50,4,80,4000,320,2
2023-11-07,Tuesday,Bread,Bakery,126,105,21,30,3150,630,1
2023-11-07,Tuesday,Cake,Bakery,25,21,4,350,7350,1400,2
